CombinatorAxioms	SKIToBCKW	2/3	PROVED	0.02	14	Success
CombinatorAxioms	SKIToBCKW	3/3	PROVED	0.01	10	Success
CommutativeRingAxioms	ZeroIsAbsorbing	1/1	PROVED	0.04	19	Success
CommutativeRingWithIdentityAxioms	MinusOneYieldsInverse	1/1	PROVED	0.06	43	Success
CommutativeRingWithIdentityAxioms	ZeroIsAbsorbing	1/1	PROVED	0.03	22	Success
GroupAxioms	ImpliesMcCuneAxioms	1/1	PROVED	0.17	31	Success
GroupAxioms	InverseOfComposite	1/1	PROVED	0.02	20	Success
GroupAxioms	InverseOfInverse	1/1	PROVED	0.02	13	Success
GroupAxioms	LeftIdentity	1/1	PROVED	0.02	11	Success
GroupAxioms	LeftInverse	1/1	PROVED	0.02	14	Success
HigmanNeumannAxioms	Associativity	1/1	PROVED	0.2	79	Success
HigmanNeumannAxioms	EqualityOfIdentities	1/1	PROVED	0.15	42	Success
HigmanNeumannAxioms	LeftIdentity	1/1	PROVED	0.13	41	Success
HigmanNeumannAxioms	RightIdentity	1/1	PROVED	0.12	37	Success
HillmanAxioms	AndAssociativity	1/1	PROVED	0.08	65	Success
HillmanAxioms	Commutativity	1/1	PROVED	0.07	56	Success
HillmanAxioms	ImpliesMeredithAxioms	1/2	PROVED	23.56	103	Success
HillmanAxioms	ImpliesMeredithAxioms	2/2	PROVED	0.03	22	Success
HillmanAxioms	ImpliesShefferAxioms	1/3	PROVED	0.01	5	Success
HillmanAxioms	ImpliesShefferAxioms	2/3	PROVED	0.22	52	Success
HillmanAxioms	ImpliesShefferAxioms	3/3	Failed	30.21	-	-
HillmanAxioms	ImpliesWolframAlternateAxioms	1/1	PROVED	0.09	67	Success
HillmanAxioms	ImpliesWolframAxioms	1/1	PROVED	0.09	67	Success
HillmanAxioms	ImpliesWolframCommutativeAxioms	1/2	PROVED	0.08	62	Success
HillmanAxioms	ImpliesWolframCommutativeAxioms	2/2	PROVED	0.07	56	Success
HillmanAxioms	OrAssociativity	1/1	PROVED	0.07	60	Success
HuntingtonAxioms	DoubleNegation	1/1	PROVED	0.85	33	Success
HuntingtonAxioms	ImpliesRobbinsAxioms	1/3	PROVED	0.01	5	Success
HuntingtonAxioms	ImpliesRobbinsAxioms	2/3	PROVED	0.01	5	Success
HuntingtonAxioms	ImpliesRobbinsAxioms	3/3	PROVED	0.85	36	Success
McCuneAxioms	Associativity	1/1	PROVED	0.85	52	Success
McCuneAxioms	EqualityOfInverses	1/1	Failed	30.08	-	-
McCuneAxioms	InverseOfComposite	1/1	PROVED	0.69	44	Success
McCuneAxioms	InverseOfInverse	1/1	PROVED	0.67	41	Success
MeredithAxioms	AndAssociativity	1/1	PROVED	1.09	149	Success
MeredithAxioms	Commutativity	1/1	PROVED	0.02	10	Success
MeredithAxioms	ImpliesHillmanAxioms	1/3	PROVED	0.02	11	Success
MeredithAxioms	ImpliesHillmanAxioms	2/3	PROVED	0.05	35	Success
MeredithAxioms	ImpliesHillmanAxioms	3/3	PROVED	1.06	135	Success
MeredithAxioms	ImpliesShefferAxioms	1/3	PROVED	0.01	4	Success
MeredithAxioms	ImpliesShefferAxioms	2/3	PROVED	0.03	18	Success
MeredithAxioms	ImpliesShefferAxioms	3/3	Failed	30.1	-	-
MeredithAxioms	ImpliesWolframAlternateAxioms	1/1	PROVED	0.15	93	Success
MeredithAxioms	ImpliesWolframAxioms	1/1	PROVED	0.14	91	Success
MeredithAxioms	ImpliesWolframCommutativeAxioms	1/2	PROVED	0.16	87	Success
MeredithAxioms	ImpliesWolframCommutativeAxioms	2/2	PROVED	0.02	10	Success
MeredithAxioms	OrAssociativity	1/1	PROVED	1.09	122	Success
RingAxioms	ZeroIsAbsorbing	1/1	PROVED	0.1	34	Success
RingWithIdentityAxioms	ZeroIsAbsorbing	1/1	PROVED	0.04	25	Success
RobbinsAxioms	DoubleNegation	1/1	Failed	30.36	-	-
ShefferAxioms	AndAssociativity	1/1	Failed	30.3	-	-
ShefferAxioms	Commutativity	1/1	PROVED	0.04	25	Success
ShefferAxioms	ImpliesHillmanAxioms	1/3	PROVED	0.01	5	Success
ShefferAxioms	ImpliesHillmanAxioms	2/3	PROVED	23.59	28	Success
ShefferAxioms	ImpliesHillmanAxioms	3/3	TimedOut	40.32	-	-
ShefferAxioms	ImpliesMeredithAxioms	1/2	TimedOut	40.64	-	-
ShefferAxioms	ImpliesMeredithAxioms	2/2	PROVED	15.6	54	Success
ShefferAxioms	ImpliesWolframAlternateAxioms	1/1	TimedOut	42.3	-	-
ShefferAxioms	ImpliesWolframAxioms	1/1	TimedOut	42.95	-	-
ShefferAxioms	ImpliesWolframCommutativeAxioms	1/2	PROVED	16.64	118	Success
ShefferAxioms	ImpliesWolframCommutativeAxioms	2/2	PROVED	0.04	25	Success
ShefferAxioms	OrAssociativity	1/1	Failed	30.74	-	-
WolframAlternateAxioms	AndAssociativity	1/1	Failed	30.16	-	-
WolframAlternateAxioms	Commutativity	1/1	PROVED	0.06	30	Success
WolframAlternateAxioms	DoubleNegation	1/1	PROVED	0.03	14	Success
WolframAlternateAxioms	ImpliesHillmanAxioms	1/3	PROVED	0.06	33	Success
WolframAlternateAxioms	ImpliesHillmanAxioms	2/3	PROVED	0.09	45	Success
WolframAlternateAxioms	ImpliesHillmanAxioms	3/3	Failed	30.26	-	-
WolframAlternateAxioms	ImpliesMeredithAxioms	1/2	Failed	30.24	-	-
WolframAlternateAxioms	ImpliesMeredithAxioms	2/2	PROVED	0.04	19	Success
WolframAlternateAxioms	ImpliesShefferAxioms	1/3	PROVED	0.03	14	Success
WolframAlternateAxioms	ImpliesShefferAxioms	2/3	PROVED	0.3	75	Success
WolframAlternateAxioms	ImpliesShefferAxioms	3/3	Failed	30.2	-	-
WolframAlternateAxioms	ImpliesWolframAxioms	1/1	PROVED	0.07	44	Success
WolframAlternateAxioms	ImpliesWolframCommutativeAxioms	1/2	PROVED	0.05	27	Success
WolframAlternateAxioms	ImpliesWolframCommutativeAxioms	2/2	PROVED	0.06	30	Success
WolframAlternateAxioms	OrAssociativity	1/1	Failed	30.11	-	-
WolframAxioms	AndAssociativity	1/1	Failed	30.8	-	-
WolframAxioms	Commutativity	1/1	PROVED	2.26	96	Success
WolframAxioms	DoubleNegation	1/1	PROVED	1.46	28	Success
WolframAxioms	ImpliesHillmanAxioms	1/3	PROVED	1.87	157
WolframAxioms	ImpliesHillmanAxioms	2/3	PROVED	2.31	111	Success
WolframAxioms	ImpliesHillmanAxioms	3/3	Failed	30.31	-	-
WolframAxioms	ImpliesMeredithAxioms	1/2	Failed	30.3	-	-
WolframAxioms	ImpliesMeredithAxioms	2/2	PROVED	1.62	145
WolframAxioms	ImpliesShefferAxioms	1/3	PROVED	1.48	28	Success
WolframAxioms	ImpliesShefferAxioms	2/3	PROVED	5.97	135	Success
WolframAxioms	ImpliesShefferAxioms	3/3	Failed	30.27	-	-
WolframAxioms	ImpliesWolframAlternateAxioms	1/1	PROVED	3.02	189
WolframAxioms	ImpliesWolframCommutativeAxioms	1/2	PROVED	5.96	180
WolframAxioms	ImpliesWolframCommutativeAxioms	2/2	PROVED	2.32	96	Success
WolframAxioms	OrAssociativity	1/1	Failed	30.27	-	-
WolframCommutativeAxioms	AndAssociativity	1/1	TimedOut	42.47	-
WolframCommutativeAxioms	Commutativity	1/1	PROVED	0.01	4	Success
WolframCommutativeAxioms	DoubleNegation	1/1	PROVED	0.01	8	Success
WolframCommutativeAxioms	ImpliesHillmanAxioms	1/3	PROVED	0.01	8	Success
WolframCommutativeAxioms	ImpliesHillmanAxioms	2/3	PROVED	0.06	31	Success
WolframCommutativeAxioms	ImpliesHillmanAxioms	3/3	Failed	30.21	-	-
WolframCommutativeAxioms	ImpliesMeredithAxioms	1/2	Failed	30.24	-	-
WolframCommutativeAxioms	ImpliesMeredithAxioms	2/2	PROVED	0.01	9	Success
WolframCommutativeAxioms	ImpliesShefferAxioms	1/3	PROVED	0.01	8	Success
WolframCommutativeAxioms	ImpliesShefferAxioms	2/3	PROVED	0.38	43	Success
WolframCommutativeAxioms	ImpliesShefferAxioms	3/3	Failed	30.26	-	-
WolframCommutativeAxioms	ImpliesWolframAlternateAxioms	1/1	PROVED	0.02	14	Success
WolframCommutativeAxioms	ImpliesWolframAxioms	1/1	PROVED	0.02	12	Success
WolframCommutativeAxioms	OrAssociativity	1/1	Failed	30.13	-	-
